id,province,population,x_coord,y_coord,latitude,longitude
0,3,5702,0,0,52.38,4.75,Haarlemmerliede en Spaarnwoude
0,2,29712,0,0,51.586944,4.516944,Halderberge
0,2,13992,0,0,51.6,5.216667,Haaren
0,4,24257,0,0,52.15,6.733333,Haaksbergen
0,3,159340,0,0,52.383333,4.633333,Haarlem
0,6,14304,0,0,50.816111,5.898056,Gulpen-Wittem
0,9,25294,0,0,53,6.75,Aa en Hunze
0,10,27916,0,0,53.416667,6.25,Achtkarspelen
0,8,12139,0,0,53.2,6.266667,Grootegast
0,8,202250,0,0,53.216667,6.566667,Groningen
0,2,12378,0,0,51.758889,5.738056,Grave
0,1,71916,0,0,52.016667,4.7,Gouda
0,6,17082,0,0,51.683333,5.966667,Gennep
0,1,36003,0,0,51.833333,4.966667,Gorinchem
0,1,48788,0,0,51.75,4.116667,Goeree-Overflakkee
0,1,14571,0,0,51.866667,4.933333,Giessenlanden
0,11,37408,0,0,51.516667,3.833333,Goes
0,2,30109,0,0,51.531111,5.718889,Gemert-Bakel
0,2,23282,0,0,51.52,5.066944,Goirle
0,2,21569,0,0,51.7,4.85,Geertruidenberg
0,6,25420,0,0,50.783333,5.75,Eijsden-Margraten
0,3,18491,0,0,52.7,5.3,Enkhuizen
0,9,107417,0,0,52.783333,6.883333,Emmen
0,4,157864,0,0,52.216667,6.883333,Enschede
0,5,26716,0,0,51.883333,5.283333,Geldermalsen
0,2,18628,0,0,51.356944,5.315,Eersel
0,2,39213,0,0,51.416667,5.55,Geldrop-Mierlo
0,3,56838,0,0,52.266667,5.166667,Gooise Meren
0,8,15618,0,0,53.4,6.666667,Eemsmond
0,7,9009,0,0,52.253889,5.256944,Eemnes
0,3,35859,0,0,52.501944,5.061111,Edam-Volendam
0,3,19353,0,0,52.683333,5.166667,Drechterland
0,10,23880,0,0,53.35,6.033333,Dongeradeel
0,4,26201,0,0,52.366667,7,Dinkelland
0,5,11324,0,0,52.016667,6.133333,Doesburg
