parent_id,id,population_rel_to_parent,latitude,longitude,name
71017,7101711,0.1994537900578169,50.733333333333334,5.216666666666667,JEUK
71017,710171,0.09090909090909083,50.75,5.133333333333334,GINGELOM
35005,350052,0.1390810276679842,51.13333333333333,2.9166666666666665,ZEVEKOTE
35005,350053,0.3147233201581028,51.18333333333333,2.9333333333333336,SNAASKERKE
35005,350054,0.296195652173913,51.11666666666667,2.95,MOERE
35005,350051,0.25,51.15,2.966666666666667,GISTEL
23024,230242,0.25,50.766666666666666,4.066666666666666,OETINGEN
23024,230243,0.25,50.78333333333333,4.116666666666666,LEERBEEK
23024,230244,0.25,50.7,4.116666666666666,KESTER
23024,230241,0.25,50.8,4.116666666666666,GOOIK
23025,230252,0.49590940406476064,50.916666666666664,4.35,STROMBEEK-BEVER
23025,230253,0.08250086117809162,50.95,4.366666666666666,BEIGEM
23025,230254,0.17158973475714778,50.96666666666667,4.383333333333334,HUMBEEK
23025,230251,0.25,50.93333333333333,4.383333333333334,GRIMBERGEN
13010,130102,0.5,51.166666666666664,4.75,BOUWEL
13010,130101,0.5,51.18333333333333,4.733333333333333,GROBBENDONK
24033,240332,0.33333333333333337,50.96666666666667,4.633333333333333,WESPELAAR
24033,240333,0.33333333333333337,50.95,4.65,TILDONK
24033,240331,0.33333333333333326,50.983333333333334,4.633333333333333,HAACHT
41024,410242,0.25,50.88333333333333,4.0,KERKSKEN
41024,410243,0.25,50.88333333333333,3.95,HELDERGEM
41024,410244,0.25,50.86666666666667,4.016666666666667,DENDERHOUTEM
41024,410241,0.25,50.9,4.0,HAALTERT
71020,710202,0.33333333333333337,50.93333333333333,5.066666666666666,LOKSBERGEN
71020,710203,0.33333333333333337,50.983333333333334,5.1,ZELEM
71020,710201,0.33333333333333326,50.95,5.116666666666666,HALEN
23027,230272,0.38526069873632796,50.71666666666667,4.216666666666667,LEMBEEK
23027,230273,0.28140596793033873,50.733333333333334,4.25,BUIZINGEN
23027,230271,0.33333333333333326,50.733333333333334,4.25,HALLE
42008,420082,0.5,51.06666666666667,4.15,MOERZEKE
42008,420081,0.5,51.1,4.133333333333334,HAMME
34013,340132,0.31412024269167127,50.88333333333333,3.3,HULSTE
34013,340133,0.35254642397499547,50.88333333333333,3.3166666666666664,BAVIKHOVE
34013,340131,0.33333333333333326,50.85,3.3166666666666664,HARELBEKE
71022,710222,0.11992385786802032,50.916666666666664,5.25,STEVOORT
